customer_id,tenure_months,recency_days,purchase_frequency_90d,avg_ticket,support_tickets_90d,payment_delay_days,failed_payments_90d,login_days_30d,usage_ratio,nps_score,satisfaction_score,plan_value,plan_type,contract_type,payment_method,region,churn
269,7.8,33,14,83.31,0,1,0,13,0.027,7,2,378.41,basico,anual,debito,sudeste,0
270,2.2,86,12,72.56,0,19,3,22,0.103,10,4,141.71,padrao,mensal,pix,sul,0
271,4.3,61,19,575.13,3,13,0,14,0.319,7,2,159.17,premium,mensal,debito,norte,0
272,11.3,91,1,296.7,5,2,2,6,0.751,1,5,381.65,basico,mensal,boleto,nordeste,0
273,4.1,68,17,728.71,0,20,2,1,0.067,3,4,342.47,basico,mensal,boleto,sudeste,1
274,35.9,101,6,69.95,3,29,1,0,0.679,3,4,154.01,basico,mensal,pix,sul,1
275,41.2,67,1,81.05,6,2,1,5,0.621,2,2,182.2,padrao,anual,cartao,centro-oeste,0
276,24.2,7,13,883.49,5,26,3,7,0.882,10,5,343.11,padrao,mensal,boleto,centro-oeste,0
277,19.8,9,3,283.79,6,25,0,9,0.184,7,2,70.89,premium,mensal,debito,centro-oeste,0
278,30.8,93,3,801.44,2,16,3,25,0.794,5,2,145.98,padrao,mensal,boleto,nordeste,0
279,52.6,5,19,909.91,7,27,2,15,0.865,4,4,231.26,premium,mensal,debito,nordeste,0
280,51.2,45,4,108.82,1,9,3,4,0.976,3,4,338.31,basico,mensal,pix,norte,0
281,3.6,2,10,932.91,4,21,1,2,0.809,4,2,243.16,basico,mensal,cartao,centro-oeste,1
282,11.7,37,4,351.37,3,20,1,3,0.124,6,2,216.22,basico,anual,boleto,sudeste,0
283,15.0,71,2,491.87,0,17,2,9,0.947,10,3,386.26,padrao,mensal,boleto,centro-oeste,0
284,15.7,21,0,140.5,7,25,2,22,0.815,5,3,81.81,basico,mensal,debito,norte,0
285,34.7,56,0,1012.81,5,26,3,1,0.212,2,1,320.72,basico,mensal,boleto,sudeste,0
286,25.6,119,9,690.45,1,23,3,12,0.165,10,2,85.63,basico,mensal,boleto,centro-oeste,1
287,3.9,9,8,625.41,0,17,0,13,0.936,3,1,303.72,basico,mensal,pix,sudeste,0
288,23.0,8,0,1163.52,5,29,0,4,0.156,0,1,235.41,padrao,mensal,debito,sudeste,0
289,31.9,33,6,428.03,4,16,3,1,0.777,5,2,135.17,premium,anual,pix,sul,0
290,7.0,99,5,1073.3,0,19,1,6,0.405,8,1,235.5,basico,mensal,debito,nordeste,1
291,50.2,49,11,874.84,7,5,2,4,0.724,2,4,356.49,padrao,mensal,cartao,nordeste,0
292,4.1,77,19,1117.09,5,9,0,23,0.092,3,4,209.89,basico,mensal,debito,sul,0
293,55.6,5,13,1093.05,3,27,0,27,0.725,3,2,42.27,basico,mensal,cartao,norte,0
294,6.8,88,18,1189.59,1,14,1,18,0.512,8,5,60.28,basico,mensal,debito,nordeste,0
295,50.8,9,3,192.75,2,15,2,22,0.9,10,3,267.65,padrao,mensal,pix,sudeste,0
296,54.3,85,4,963.38,3,24,3,22,0.188,9,2,283.96,padrao,mensal,pix,centro-oeste,0
297,58.8,18,15,973.21,0,9,3,26,0.109,2,1,184.54,padrao,anual,cartao,sul,0
298,48.3,103,6,787.47,2,7,0,2,0.196,9,3,127.3,padrao,mensal,pix,norte,1
299,47.0,36,16,363.48,1,0,0,29,0.079,3,5,297.65,basico,mensal,cartao,sul,0
300,38.9,22,9,1159.57,0,6,2,13,0.98,9,1,149.4,padrao,anual,pix,norte,0
301,47.0,41,4,277.13,1,15,2,16,0.123,10,1,66.54,padrao,mensal,boleto,sul,0
302,8.9,1,16,619.51,2,21,0,23,0.201,7,3,187.36,basico,anual,cartao,sul,0
303,32.6,20,11,644.93,3,9,1,14,0.81,10,5,233.99,basico,mensal,boleto,sudeste,0
304,31.3,72,16,227.72,2,13,3,7,0.247,1,2,387.53,basico,mensal,cartao,centro-oeste,0
305,51.6,36,9,878.13,5,6,0,0,0.222,7,4,253.1,basico,mensal,cartao,norte,0
306,28.3,43,2,143.09,4,24,3,5,0.672,0,3,114.9,basico,mensal,cartao,norte,0
307,23.7,97,13,843.99,1,15,1,2,0.399,7,1,339.49,basico,mensal,boleto,norte,1
308,38.7,15,2,1024.39,7,4,2,11,0.835,3,5,144.83,premium,mensal,pix,sudeste,0
309,16.7,48,13,445.3,5,18,2,23,0.638,10,1,385.24,premium,mensal,pix,nordeste,0
310,9.2,23,8,862.93,3,10,2,10,0.288,5,3,157.01,padrao,mensal,cartao,centro-oeste,0
311,29.2,58,15,221.86,0,25,2,17,0.598,8,4,367.33,padrao,mensal,boleto,sul,0
312,25.6,40,17,1021.3,7,8,0,5,0.866,3,4,356.32,premium,mensal,pix,sudeste,0
313,14.7,6,8,1144.36,5,25,1,17,0.364,0,5,350.94,basico,anual,cartao,centro-oeste,0
314,22.7,9,17,217.12,3,20,3,28,0.736,8,4,54.08,padrao,anual,cartao,sudeste,0
315,22.6,102,2,842.56,1,4,0,9,0.416,2,4,345.85,padrao,anual,cartao,norte,0
316,20.3,7,2,626.76,0,22,2,14,0.543,7,1,299.57,premium,mensal,cartao,centro-oeste,0
317,23.4,94,19,656.54,2,21,2,28,0.734,5,2,160.25,padrao,mensal,cartao,norte,0
318,41.5,110,11,859.53,1,13,0,18,0.061,10,2,216.34,basico,anual,pix,sudeste,0
319,18.5,56,9,606.94,1,4,0,11,0.455,3,2,270.27,padrao,anual,debito,centro-oeste,0
320,57.0,38,3,736.38,3,14,3,3,0.095,4,1,379.57,basico,mensal,debito,sudeste,0
321,55.1,93,5,307.85,0,18,0,28,0.725,8,1,320.73,basico,anual,pix,centro-oeste,0
322,29.4,117,13,479.07,2,3,0,18,0.608,8,3,194.16,padrao,mensal,boleto,sudeste,1
323,20.4,15,16,1043.68,6,10,0,1,0.327,1,4,272.25,padrao,anual,debito,nordeste,0
324,32.6,115,18,167.49,6,21,2,16,0.076,8,5,106.81,basico,anual,debito,centro-oeste,0
325,51.1,113,8,733.19,0,16,3,29,0.926,5,5,192.52,basico,anual,boleto,sul,0
326,39.5,17,9,253.77,5,29,0,27,0.315,10,3,324.77,padrao,mensal,cartao,sudeste,0
327,48.5,7,3,1021.99,7,6,3,5,0.275,6,5,258.27,basico,mensal,boleto,sudeste,0
328,32.4,86,1,711.69,4,23,2,12,0.101,8,3,321.87,padrao,mensal,boleto,sul,0
329,38.3,10,8,507.54,3,12,0,29,0.577,3,3,223.43,padrao,mensal,pix,sul,0
330,18.0,72,11,329.8,3,6,0,23,0.266,3,2,176.75,padrao,mensal,cartao,sul,0
331,44.4,8,2,546.74,1,28,1,16,0.843,8,4,307.21,basico,mensal,pix,nordeste,0
332,12.9,83,8,1150.83,3,18,0,9,0.683,0,2,73.65,premium,mensal,boleto,sul,0
333,42.0,28,12,630.68,7,16,0,22,0.004,6,3,392.2,premium,mensal,boleto,nordeste,0
334,51.8,12,16,584.61,4,8,1,17,0.566,10,5,381.31,basico,anual,cartao,sul,0
335,8.8,8,18,905.68,3,26,3,15,0.232,10,3,356.83,padrao,anual,pix,sul,0
336,37.2,23,6,479.69,0,0,3,27,0.015,7,2,358.24,padrao,mensal,cartao,centro-oeste,0
337,6.6,65,7,535.81,7,3,2,11,0.619,5,4,223.88,basico,mensal,debito,norte,0
338,43.8,10,17,430.86,1,5,1,18,0.205,8,4,219.16,padrao,mensal,pix,norte,0
339,6.0,96,13,215.07,5,19,1,1,0.9,0,4,335.13,premium,mensal,debito,sul,1
340,56.2,72,5,868.02,2,3,2,21,0.573,8,1,141.87,padrao,mensal,pix,centro-oeste,0
341,9.1,36,13,1052.72,2,23,0,16,0.209,2,2,345.87,premium,anual,debito,sul,0
342,57.6,118,3,1090.49,1,5,2,26,0.979,8,1,112.22,basico,anual,cartao,norte,1
343,48.3,79,8,1061.73,3,20,3,9,0.546,3,5,356.38,premium,mensal,cartao,norte,1
344,36.0,80,6,564.07,5,23,3,27,0.165,8,2,234.69,premium,anual,debito,sul,0
345,47.2,21,19,369.52,3,26,0,17,0.517,6,3,343.46,basico,anual,pix,norte,0
346,47.9,85,0,779.99,0,8,1,6,0.959,10,5,217.43,basico,anual,pix,sudeste,0
347,56.8,67,17,1147.46,2,2,1,4,0.424,8,5,258.94,padrao,anual,boleto,sul,0
348,15.9,118,5,883.38,1,22,2,5,0.425,10,2,373.54,premium,mensal,boleto,nordeste,1
349,35.8,57,0,614.02,3,13,0,9,0.461,1,5,190.46,basico,anual,pix,norte,0
350,6.6,81,13,839.02,7,28,3,16,0.28,4,4,119.2,basico,anual,boleto,sul,1
351,37.4,41,13,936.14,7,5,3,26,0.162,4,4,72.65,padrao,mensal,cartao,norte,0
352,11.1,5,2,1106.35,7,17,1,29,0.579,0,1,252.29,basico,mensal,boleto,norte,0
353,34.3,16,0,925.33,0,3,1,20,0.894,0,4,259.89,padrao,mensal,boleto,centro-oeste,0
354,34.8,104,2,542.5,3,14,1,14,0.736,0,4,263.35,padrao,mensal,debito,sudeste,0
355,28.5,88,8,357.38,0,0,0,18,0.096,8,3,53.28,premium,anual,boleto,nordeste,0
356,31.8,44,2,619.86,3,22,3,9,0.401,4,3,49.77,basico,mensal,boleto,norte,0
357,46.1,84,14,420.69,4,18,3,7,0.005,8,2,362.25,premium,anual,pix,nordeste,0
358,48.2,1,1,1133.61,6,2,1,16,0.308,9,4,290.28,padrao,anual,cartao,sul,0
359,30.0,5,15,629.24,2,14,2,24,0.669,0,1,80.69,premium,mensal,pix,nordeste,0
360,36.4,61,17,587.59,0,12,1,1,0.29,9,2,66.77,basico,mensal,cartao,nordeste,1
361,55.9,75,14,443.91,3,20,0,3,0.841,2,3,98.17,padrao,anual,debito,nordeste,0
362,8.1,112,18,781.71,3,14,1,5,0.477,4,1,330.39,padrao,mensal,boleto,centro-oeste,1
363,7.9,91,18,643.26,4,13,0,6,0.669,10,5,300.21,padrao,anual,boleto,nordeste,1
364,6.2,31,0,189.7,0,24,3,4,0.884,3,5,269.82,basico,anual,boleto,sul,1
365,39.8,98,6,1048.28,4,15,2,3,0.683,10,3,270.58,padrao,mensal,boleto,sudeste,1
366,25.7,59,15,456.45,3,24,3,0,0.897,5,3,349.09,basico,mensal,pix,sudeste,0
367,46.7,99,6,541.79,5,26,0,10,0.808,0,2,159.95,basico,anual,pix,nordeste,0
368,40.6,21,14,278.57,7,25,2,21,0.567,9,2,155.9,padrao,anual,debito,sul,0
369,20.7,4,15,681.94,1,28,2,4,0.297,0,5,193.05,premium,mensal,debito,sudeste,0
370,54.0,7,19,854.38,6,20,2,9,0.298,7,3,396.18,padrao,anual,boleto,sul,0
371,46.0,118,6,1062.15,1,16,3,29,0.875,5,5,239.66,basico,mensal,pix,sul,0
372,17.0,10,6,99.86,7,15,1,5,0.054,1,1,236.78,basico,mensal,boleto,nordeste,0
373,22.5,112,0,1169.07,3,6,0,29,0.941,5,1,331.35,basico,mensal,debito,sudeste,0
374,19.6,87,5,856.43,5,24,0,15,0.327,3,3,104.0,basico,anual,cartao,centro-oeste,0
375,10.3,18,5,369.79,6,20,1,21,0.739,1,4,185.84,padrao,anual,debito,centro-oeste,0
376,9.7,103,9,277.19,4,26,0,9,0.33,6,3,270.79,basico,mensal,boleto,centro-oeste,0
377,56.2,18,8,383.46,3,21,0,9,0.953,0,5,395.59,basico,mensal,pix,sudeste,0
378,26.8,18,17,1055.84,6,14,0,11,0.036,5,1,95.51,padrao,mensal,pix,norte,0
379,23.6,69,15,378.01,3,8,1,3,0.353,2,5,202.63,basico,anual,boleto,sudeste,1
380,44.1,35,14,576.87,5,29,0,9,0.867,9,3,365.91,basico,anual,debito,norte,0
381,33.6,35,0,858.66,4,22,1,26,0.274,10,2,301.09,padrao,mensal,boleto,norte,0
382,56.2,24,9,1051.51,3,26,2,0,0.276,10,4,260.86,basico,anual,pix,sul,0
383,47.0,73,14,803.94,0,17,1,17,0.899,10,4,132.46,padrao,anual,debito,nordeste,0
384,29.3,4,4,913.61,2,15,0,20,0.831,1,5,107.3,padrao,anual,cartao,centro-oeste,0
385,23.2,30,8,241.06,7,1,2,4,0.106,5,1,174.62,padrao,anual,debito,sudeste,0
386,59.2,66,14,1057.79,4,2,0,3,0.58,2,4,131.74,basico,mensal,debito,nordeste,0
387,43.3,58,15,359.83,5,21,2,16,0.223,1,2,330.95,basico,anual,boleto,sul,0
388,57.1,84,17,188.92,2,6,1,6,0.215,4,3,299.35,padrao,mensal,debito,sudeste,0
389,8.0,26,8,1172.44,5,2,1,29,0.615,4,3,340.57,basico,anual,cartao,norte,0
390,51.2,78,7,273.9,3,23,0,5,0.124,3,4,101.49,basico,mensal,cartao,centro-oeste,0
391,38.6,91,7,198.52,1,18,1,3,0.47,1,2,151.49,basico,anual,debito,nordeste,1
392,8.2,47,13,766.18,1,3,0,9,0.256,4,2,316.58,basico,mensal,debito,nordeste,0
393,35.7,31,8,409.88,3,14,2,9,0.854,1,3,98.78,basico,mensal,cartao,nordeste,0
394,41.5,67,8,194.69,4,14,0,4,0.554,0,4,92.32,premium,anual,pix,sudeste,0
395,1.7,69,3,737.3,2,0,2,19,0.215,4,5,177.8,padrao,mensal,cartao,sul,1
396,27.8,12,9,920.42,1,18,1,10,0.926,0,1,107.02,padrao,mensal,debito,norte,0
397,49.7,68,4,960.11,2,11,2,15,0.823,10,3,68.3,basico,anual,debito,nordeste,0
398,18.4,19,10,220.39,2,26,2,7,0.265,9,1,152.5,basico,mensal,boleto,sul,0
399,28.1,68,17,685.97,5,3,2,2,0.961,10,4,355.12,padrao,mensal,cartao,sudeste,1
400,27.1,111,15,983.87,3,25,3,1,0.268,1,4,60.25,padrao,anual,cartao,sudeste,1
401,18.8,64,9,226.86,3,0,2,1,0.293,5,5,243.7,premium,mensal,pix,nordeste,1
402,55.2,91,19,280.91,1,22,3,26,0.386,9,1,242.58,basico,mensal,debito,sul,0
403,47.1,37,19,42.8,4,23,1,7,0.165,6,4,231.0,basico,anual,pix,norte,0
404,7.5,110,8,648.58,7,12,3,9,0.687,3,4,221.88,padrao,anual,boleto,nordeste,0
405,59.8,97,15,265.83,5,8,1,17,0.557,9,4,46.11,basico,mensal,pix,sudeste,1
406,52.9,110,6,880.12,3,4,2,2,0.894,3,4,56.98,basico,mensal,debito,sul,0
407,17.8,89,17,1156.17,2,10,1,18,0.241,10,3,223.93,basico,mensal,debito,sudeste,0
408,50.4,78,7,282.16,2,20,3,15,0.17,1,1,388.49,basico,mensal,cartao,sudeste,1
409,7.3,63,5,792.95,0,21,1,23,0.359,7,5,186.77,padrao,mensal,cartao,norte,0
410,59.9,111,2,285.73,0,5,2,3,0.146,0,2,209.94,premium,anual,boleto,sul,0
411,40.3,101,16,60.89,6,0,0,0,0.946,10,1,393.44,padrao,mensal,boleto,centro-oeste,0
412,39.4,50,5,919.92,6,16,2,23,0.717,3,4,320.38,basico,mensal,pix,sul,0
413,6.3,11,16,543.45,7,17,0,11,0.796,0,5,317.14,padrao,anual,debito,sul,0
414,53.9,1,1,1138.27,5,29,1,1,0.748,9,4,221.6,padrao,mensal,pix,nordeste,0
415,2.7,28,10,659.77,7,22,0,16,0.243,10,2,363.15,padrao,anual,debito,sul,0
416,15.2,8,8,222.68,3,16,1,13,0.141,10,5,249.12,padrao,anual,boleto,nordeste,0
417,9.4,26,8,561.74,2,17,1,28,0.429,5,5,276.31,premium,mensal,pix,sudeste,0
418,46.8,14,3,275.35,1,19,1,28,0.829,0,2,323.42,basico,mensal,pix,sudeste,0
419,12.7,117,1,1058.51,1,13,1,16,0.331,2,3,186.27,padrao,mensal,boleto,centro-oeste,1
420,54.7,12,6,841.45,5,20,0,4,0.01,0,5,383.08,padrao,mensal,pix,sul,0
421,39.7,75,9,435.84,0,5,2,22,0.66,0,1,395.58,premium,mensal,pix,sudeste,0
422,3.1,42,15,652.27,7,24,3,6,0.2,1,2,251.27,premium,mensal,pix,sul,0
423,1.3,21,9,816.6,6,25,1,25,0.543,6,3,119.84,basico,mensal,boleto,nordeste,0
424,4.0,84,4,948.11,3,13,0,18,0.015,8,1,318.86,padrao,anual,boleto,nordeste,0
425,36.7,116,5,132.97,5,13,0,10,0.509,6,1,155.87,basico,mensal,debito,norte,1
426,48.3,95,12,66.12,1,14,2,29,0.394,2,4,247.66,padrao,mensal,pix,centro-oeste,0
427,15.1,117,8,172.77,3,24,3,15,0.88,6,2,71.11,basico,mensal,cartao,sul,1
428,51.1,71,18,498.2,0,5,3,11,0.722,2,2,330.56,basico,mensal,pix,sul,0
429,4.4,81,8,581.38,0,10,1,5,0.036,5,2,385.17,premium,anual,pix,sudeste,0
430,48.3,18,11,198.3,0,18,1,19,0.79,9,1,73.82,padrao,anual,debito,sudeste,0
431,55.7,102,1,516.94,6,20,0,8,0.791,1,4,303.28,padrao,mensal,debito,sudeste,1
432,46.6,90,3,552.28,5,8,0,4,0.663,9,2,349.8,basico,mensal,pix,sudeste,0
433,42.2,31,17,166.54,7,3,3,3,0.929,2,4,79.32,basico,mensal,cartao,nordeste,0
434,50.4,43,6,1103.33,7,15,1,19,0.803,7,5,128.75,basico,anual,boleto,norte,0
435,3.4,73,8,735.01,7,19,1,27,0.219,2,3,180.97,basico,mensal,cartao,centro-oeste,0
436,12.9,2,11,490.7,7,22,1,7,0.382,1,5,341.13,premium,anual,cartao,sul,0
437,8.4,98,1,628.01,0,0,1,6,0.35,4,1,217.54,padrao,mensal,debito,sul,0
438,30.8,34,10,404.47,6,0,3,18,0.505,4,5,89.21,basico,mensal,cartao,norte,0
439,45.0,9,6,1031.02,5,11,3,4,0.954,5,2,132.19,padrao,mensal,cartao,norte,0
440,38.2,40,2,707.02,1,16,2,2,0.616,2,2,208.16,basico,mensal,boleto,norte,0
441,51.2,100,8,614.08,1,0,1,19,0.313,10,5,54.04,basico,mensal,boleto,sudeste,0
442,10.2,33,8,1096.63,7,5,2,15,0.942,7,3,267.06,basico,mensal,pix,sudeste,0
443,44.3,65,3,1012.06,7,12,1,0,0.7,9,4,49.02,basico,mensal,boleto,nordeste,0
444,12.4,97,10,982.85,2,8,2,7,0.266,8,5,321.01,padrao,anual,debito,nordeste,0
445,17.0,5,14,301.71,0,21,0,5,0.907,7,3,304.09,padrao,mensal,cartao,sul,0
446,42.9,91,5,217.62,2,1,2,20,0.344,1,2,351.46,padrao,anual,debito,centro-oeste,0
447,58.8,35,19,840.51,0,26,0,19,0.516,6,3,96.68,padrao,mensal,debito,sudeste,0
448,37.1,83,12,583.63,5,5,2,22,0.479,9,2,256.83,premium,mensal,pix,sul,0
449,4.2,23,15,833.11,3,13,2,2,0.924,1,3,321.07,padrao,mensal,cartao,norte,1
450,37.4,17,1,922.33,0,29,0,25,0.266,5,2,225.57,premium,anual,pix,nordeste,0
451,3.5,94,15,382.56,7,19,2,6,0.333,2,5,86.99,premium,anual,pix,sul,0
452,53.2,97,6,370.19,6,29,0,29,0.66,8,3,75.51,padrao,anual,pix,nordeste,1
453,42.9,117,14,609.36,7,0,1,26,0.887,10,4,258.02,basico,mensal,boleto,nordeste,0
454,11.2,81,16,357.32,7,21,0,13,0.115,0,4,219.04,basico,mensal,boleto,sul,1
455,6.4,56,5,814.06,0,2,2,23,0.21,8,2,374.54,padrao,anual,boleto,norte,0
456,11.8,24,5,906.21,6,18,2,20,0.948,3,2,340.08,padrao,anual,pix,norte,0
457,58.8,36,1,587.57,6,9,1,23,0.777,10,5,300.45,padrao,mensal,boleto,sudeste,0
458,28.1,78,12,879.61,6,23,3,0,0.346,0,1,393.56,padrao,anual,boleto,sudeste,1
459,47.3,42,15,632.11,2,3,2,2,0.358,2,2,289.96,padrao,mensal,debito,centro-oeste,1
460,38.5,58,8,866.93,3,26,2,27,0.47,7,4,73.15,padrao,mensal,boleto,sul,0
461,34.8,20,3,300.96,7,14,0,23,0.674,8,3,67.82,padrao,mensal,pix,sudeste,0
462,9.6,53,6,897.06,0,15,2,18,0.561,0,4,333.61,basico,mensal,debito,nordeste,0
463,56.8,29,8,869.54,5,17,2,9,0.776,1,1,169.75,padrao,mensal,debito,sul,0
464,18.8,14,18,349.26,6,1,3,12,0.054,3,2,372.64,basico,anual,pix,centro-oeste,0
465,35.1,16,2,684.93,6,9,2,11,0.819,0,3,82.47,basico,anual,boleto,centro-oeste,1
466,42.3,62,6,1032.16,4,21,0,13,0.058,8,2,111.46,padrao,mensal,cartao,sudeste,0
467,39.3,44,12,329.45,6,28,2,18,0.881,7,3,318.24,basico,mensal,debito,sudeste,0
468,56.5,12,4,893.74,7,29,0,22,0.043,8,5,344.99,premium,mensal,pix,norte,0
469,9.8,62,17,1146.6,6,16,1,11,0.128,5,4,352.09,padrao,mensal,pix,sul,0
470,31.0,20,18,1044.84,0,7,3,25,0.18,7,4,75.59,padrao,anual,debito,sudeste,0
471,24.8,2,7,505.76,1,14,3,2,0.223,6,1,177.35,basico,mensal,boleto,nordeste,0
472,29.0,16,14,744.36,2,13,3,24,0.402,7,3,272.6,padrao,mensal,cartao,norte,0
473,8.0,54,15,1190.45,2,11,1,20,0.655,4,5,370.67,padrao,anual,pix,centro-oeste,0
474,8.9,114,13,699.39,2,10,2,15,0.893,7,4,125.95,padrao,mensal,debito,nordeste,0
475,17.4,29,3,173.43,1,26,2,11,0.525,7,4,256.02,padrao,mensal,cartao,norte,0
476,19.0,34,0,92.7,5,11,0,11,0.532,7,5,91.57,padrao,anual,debito,nordeste,0
477,26.2,29,6,956.76,0,0,3,10,0.319,9,5,308.92,padrao,mensal,pix,norte,0
478,37.0,43,2,531.41,6,21,3,28,0.801,3,2,85.81,padrao,mensal,pix,centro-oeste,0
479,38.4,86,5,326.3,5,19,0,0,0.11,9,2,399.89,padrao,mensal,debito,centro-oeste,0
480,25.3,39,12,443.3,7,11,3,19,0.301,0,2,73.12,basico,mensal,boleto,norte,0
481,25.1,79,11,918.55,0,18,1,29,0.097,5,4,286.62,premium,anual,pix,centro-oeste,0
482,13.8,107,4,579.69,2,28,2,16,0.214,4,2,319.63,basico,anual,cartao,sudeste,0
483,35.7,113,0,1047.46,7,27,2,19,0.587,9,5,132.78,basico,mensal,pix,norte,1
484,19.7,67,4,892.51,3,23,0,17,0.126,0,5,131.64,basico,mensal,cartao,centro-oeste,0
485,3.1,85,9,1169.86,4,17,0,15,0.101,2,4,254.51,basico,mensal,cartao,centro-oeste,1
486,25.7,110,15,1070.66,0,0,2,18,0.826,5,1,266.87,basico,anual,boleto,sul,0
487,29.0,94,7,335.27,6,15,3,27,0.118,8,4,299.29,padrao,anual,boleto,nordeste,1
488,14.3,36,5,804.51,2,24,3,21,0.608,5,2,248.81,padrao,mensal,debito,norte,0
489,34.8,16,11,63.83,7,25,1,25,0.352,7,3,102.71,premium,mensal,debito,sudeste,0
490,34.4,14,1,1189.68,2,23,3,16,0.896,1,2,372.59,basico,anual,debito,norte,0
491,42.4,105,4,342.77,1,29,1,23,0.708,10,1,99.88,padrao,anual,pix,sul,0
492,39.2,67,0,811.16,4,15,2,26,0.059,8,4,243.39,basico,mensal,cartao,centro-oeste,0
493,39.5,36,10,1025.02,3,3,1,6,0.895,0,3,371.1,padrao,mensal,pix,norte,0
494,19.7,42,8,226.14,3,14,2,25,0.414,7,4,368.57,basico,mensal,boleto,sul,0
495,47.5,34,11,1023.54,7,9,2,20,0.298,1,3,100.35,padrao,mensal,pix,sudeste,0
496,33.4,96,12,54.2,2,25,2,13,0.673,6,2,125.8,padrao,mensal,pix,norte,1
497,26.5,73,7,552.69,3,23,1,23,0.718,7,1,256.57,basico,mensal,debito,nordeste,1
498,37.9,105,17,587.56,4,12,2,5,0.303,10,2,161.28,basico,anual,boleto,norte,0
499,22.3,36,18,473.95,1,11,2,20,0.352,0,5,303.02,basico,anual,debito,sudeste,0
500,31.3,57,2,720.21,6,4,1,17,0.156,3,4,227.97,basico,mensal,pix,nordeste,0
501,44.5,15,18,1101.22,1,1,2,26,0.593,7,3,135.69,padrao,mensal,pix,norte,0
502,53.3,116,3,419.31,1,9,0,18,0.957,2,1,187.87,padrao,mensal,debito,centro-oeste,0
503,55.3,61,4,711.94,0,7,3,15,0.417,7,5,288.7,padrao,mensal,debito,sul,0
504,30.7,66,10,1057.86,2,7,0,15,0.996,2,4,322.55,premium,anual,boleto,sul,0
505,31.7,50,0,936.67,4,29,3,16,0.176,1,1,172.94,basico,mensal,cartao,norte,0
506,48.2,33,7,87.25,5,20,3,26,0.796,5,2,77.69,premium,anual,cartao,sul,0
507,19.6,113,3,1133.64,7,16,3,23,0.928,7,1,167.08,padrao,anual,boleto,centro-oeste,0
508,50.4,59,9,94.11,6,5,0,2,0.688,2,5,266.87,basico,anual,pix,norte,0
509,30.2,81,16,722.96,2,25,0,15,0.109,9,5,313.44,padrao,mensal,debito,centro-oeste,0
510,7.8,5,18,707.41,6,19,0,8,0.327,9,3,356.58,padrao,mensal,cartao,sudeste,0
511,5.3,33,4,952.21,1,15,1,4,0.086,0,1,386.2,padrao,anual,boleto,sudeste,0
512,50.7,96,10,212.19,1,13,3,25,0.602,3,4,230.47,padrao,anual,debito,centro-oeste,0
513,4.3,11,9,248.07,2,16,3,25,0.998,6,2,356.77,premium,anual,debito,sul,0
514,17.6,13,8,912.44,4,25,2,28,0.375,5,1,134.25,padrao,mensal,debito,sul,0
515,20.7,97,12,213.43,1,21,3,11,0.163,2,2,241.37,padrao,mensal,debito,sul,0
516,11.2,37,19,584.56,7,14,0,12,0.269,5,2,234.08,basico,mensal,cartao,nordeste,0
517,19.5,33,8,888.71,2,20,3,23,0.571,10,1,316.63,premium,mensal,pix,centro-oeste,0
518,44.8,68,1,795.44,3,27,1,5,0.569,3,4,318.22,padrao,mensal,pix,norte,0
519,1.9,24,18,284.3,4,9,2,1,0.23,2,2,142.62,padrao,anual,boleto,sudeste,0
520,49.8,6,18,392.59,3,27,3,12,0.751,8,3,358.81,premium,anual,debito,centro-oeste,0
521,51.5,1,6,1164.01,3,18,2,18,0.088,6,3,360.84,basico,mensal,debito,nordeste,0
522,23.0,10,10,560.46,7,5,1,13,0.623,7,4,381.27,basico,mensal,boleto,norte,0
523,10.1,19,17,91.57,3,29,2,6,0.426,7,4,204.65,padrao,mensal,pix,sul,0
524,36.4,83,10,294.72,0,20,1,15,0.127,8,3,395.37,premium,mensal,boleto,sudeste,0
525,8.1,36,9,437.22,5,11,2,28,0.634,8,5,322.47,padrao,anual,pix,nordeste,0
526,22.5,9,18,1199.41,5,6,1,8,0.673,6,3,275.05,padrao,anual,debito,sul,0
527,57.5,2,16,391.12,1,27,1,12,0.44,4,1,195.51,basico,mensal,debito,sudeste,0
528,59.7,57,10,70.62,6,24,0,9,0.798,5,5,343.18,padrao,anual,cartao,norte,0
529,46.6,100,3,634.99,3,1,1,8,0.509,2,4,314.99,basico,mensal,debito,centro-oeste,0
530,19.3,41,8,136.98,1,19,2,19,0.286,4,3,250.7,premium,anual,pix,centro-oeste,0
531,41.6,8,13,357.92,1,3,3,11,0.954,6,2,398.87,padrao,anual,pix,sul,0
532,42.6,28,5,1191.16,5,8,0,18,0.944,7,5,129.71,basico,mensal,cartao,norte,0
533,23.9,60,10,857.38,1,17,0,0,0.096,8,3,270.93,padrao,anual,boleto,nordeste,1
534,38.8,23,13,98.77,3,7,2,19,0.946,4,2,155.51,premium,mensal,boleto,nordeste,0
535,1.6,117,1,560.48,5,15,2,3,0.775,8,4,204.72,padrao,mensal,cartao,norte,1
536,13.3,91,11,239.1,6,12,0,11,0.107,4,2,161.92,basico,mensal,debito,sul,1
537,32.0,42,14,182.62,3,17,1,26,0.519,3,3,160.34,padrao,mensal,cartao,sul,0
538,10.7,114,4,721.0,7,24,0,10,0.035,1,4,175.56,padrao,mensal,pix,nordeste,1
539,10.8,39,10,626.56,2,4,0,20,0.589,2,2,60.3,basico,mensal,pix,norte,0
